乘隙,顺便
如获至珍,如获至宝
信而有征,凿凿可据
土牛木马,土鸡瓦犬
恳挚,殷切
飞鸿印雪,飞鸿雪爪
厮混,胡混
弊端,缺陷
劝止,劝阻
正规,正轨
奔跑,奔驰
假冒,假装
戴月披星,水宿风餐
克制,战胜
措施,方法
奔放,豪放
暴殄天物,挥金如土
再作冯妇,重操旧业
扰乱,阻挠
鸠居鹊巢,鸠占鹊巢
一同,一齐
洒脱,萧洒
神棍,耶棍
怀疑,猜忌
赓续,陆续
堤防,留神
感叹,慨叹
夸耀,显示
抵抗,招架
背本就末,背本趋末
不断,接续
德行,德性
敛声屏息,敛声屏气
从军,从戎
年光,时光
徒劳无益,竹篮打水
绵力薄材,缚鸡之力
消磨,花费
搜索,搜罗
保温,御寒
充裕,满盈
才力,本领
烦文缛礼,繁文缛礼
提要,纲要
下笔,动笔
勾消,抹煞
执迷不悟,死心塌地
任务,劳动
见利忘义,见钱眼开
疏落,枯萎
华冠丽服,峨冠博带
卖弄,炫夸
瞻仰,景仰
合情合理,荒诞不经
孤单,独立
勇而无谋,有勇无谋
围绕,环抱
倒行逆施,逆施倒行
夏虫疑冰,夏虫语冰
杯中蛇影,杯弓蛇影
涌现,浮现
安稳,稳重
惨重,沉重
适合,适当
罅隙,裂缝
失手,败事
左右,独揽
山崩钟应,洛钟东应
烦懑,苦恼
疏忽,纰漏
满山遍野,漫山遍野
挺身而出,毛遂自荐
卷铺盖,炒鱿鱼
干脆,畅快
借口,托词
改玉改行,改玉改步
心思,心情
料到,猜度
匮乏,缺少
惊心眩目,眩目惊心
愿望,理想
屹立,高耸
大快朵颐,大饱口福
师心自用,自以为是
禁锢,羁系
骗取,欺骗
惴惴不安,惶恐不安
席珍待聘,待价而沽
举荐,推荐
全力,戮力
不休,不息
人山人海,摩拳擦掌
多此一举,明知故问
得罪,获咎
晓得,知晓
闭门不出,韬光养晦
带累,遭殃
不分玉石,玉石俱焚
耀武扬威,趾高气扬
人世,尘世
达官显宦,土豪劣绅
密集,聚集
冷枪,黑枪
现存,现有
仔肩,职守
婉曲,微辞
俭约,扑实
支配,驾御
富丽,绚丽
俊秀,清秀
申斥,责怪
发觉,察觉
明晃晃,白晃晃
慎密,精密
成家立业,成家立计
下降,降下
死灭,殒命
再造,更生
明白,通晓
三告投杼,众口铄金
关照,看护
叩问,打听
美意,好意
明灭,闪耀
进度,进程
基础,根柢
俭约,节流
浪迹萍踪,萍踪浪迹
戮力壹心,戮力齐心
推度,猜想
有名无实,虚有其表
吵闹,嘈吵
挥洒自如,洋洋洒洒
无穷,无量
一衣带水,近在咫尺
力气,气力
青灯黄卷,黄卷青灯
各处,随处
溃不成军,风声鹤唳
快慰,慰藉
协力同心,齐心协力
添补,补充
吞吞吐吐,闪烁其辞
专心,同心
技能,本事
华而不实,言之无物
休歇,停止
光耀,鲜丽
政以贿成,贿赂公行
懊丧,颓丧
历害,猛烈
破裂,粉碎
矢语,赌咒
奏凯,班师
一如既往,始终如一
包罗,征求
将功补过,立功赎罪
以毒攻毒,针锋相对
回天之力,旋转乾坤
沉渣泛起,沉滓泛起
产品,居品
大约,约莫
自立,独立
灾殃,灾荒
感化,熏陶
到底,终究
创办,开创
坚苦,贫困
死亡,物化
新婚燕尔,洞房花烛
合意,满意
引咎自责,自怨自艾
利市,顺利
固执己见,独断专行
珍重,珍贵
沿波讨源,沿流讨源
握瑜怀玉,文章星斗
常常,频频
多如牛毛,屡见不鲜
柔弱,柔顺
敞亮,明亮
建树,成就
以直报怨,以礼相待
云中仙鹤,云中白鹤
天塌地陷,山摇地动
年深岁久,年深日久
开发,拓荒
违反,背离
柔媚,柔顺
博得,取得
安逸,称心
包庇,掩护
祸殃,灾荒
组合,连合
不伦不类,正襟危坐
流寇,流落
乱来,糊弄
溃不成军,望风披靡
倾泻,流泻
名不副实,徒有虚名
动荡,摇荡
素不相识,素未谋面
无疑,相信
吞吐,含糊
从前,畴昔
怅惘,惆怅
商店,市廛
法眼,高眼
谈古说今,谈笑风生
水火不容,格格不入
浅显,浅近
扬弃,遗弃
出洋,放洋
憔悴,枯槁
果断,顽强
豺狼当路,豺狼横道
合拢,并拢
叫喊,吆喝
领会,领略
指手划脚,评头品足
污蔑,诬蔑
三翻四复,三心二意
顶峰,极峰
效劳,服从
仰不愧天,堂堂正正
前车可鉴,重蹈覆辙
雄壮,雄浑
大纲,纲目
含蓄,间接
争长竞短,争长论短
检验,检讨
改行自新,改过自新
案兵束甲,案甲休兵
哗变,背叛
限制,限度
层见迭出,屡见不鲜
梁上君子,道貌岸然
傲慢,自高
患难与共,玉石俱焚
刚直,耿介
从头到尾,源源本本
借单,借条
潇洒,超逸
舒徐,缓慢
魔难,灾难
讨好,谄谀
无拘无束,自由自在
利齿能牙,灵牙利齿
慢吞吞,慢悠悠
弃恶扬善,遏恶扬善
纯碎,纯洁
容身,驻足
抛弃,遗弃
功成不居,戒骄戒躁
仰仗,凭借
变化多端,摇身一变
肩负,负担
寸心,寸衷
束之高阁,置之度外
会见,见面
组合,聚合
除旧布新,自我作故
外厉内荏,外强中干
苦尽甘来,苦尽甜来
愚公移山,持之以恒
无赖,混混
熔于一炉,难分难解
往来,交游
吊民伐罪,锄强扶弱
倏然,瞬间
远离,阔别
不堪造就,不成气候
患得患失,斤斤计较
经文纬武,经武纬文
犹豫,徘徊
疑神疑鬼,杯弓蛇影
呵斥,谴责
食古不化,食而不化
尽头,极端
千里无烟,荒无人烟
简易,简陋
富丽堂皇,金碧辉煌
性命,生命
安安心心,平心静气
乐不可支,乐在其中
滚条,滚边
松手,罢休
才智,才气
兴办,征战
短吃少穿,饥寒交迫
称誉,赞誉
卑微,卑贱
大声疾呼,摇唇鼓舌
诘曲聱牙,诘诎聱牙
感恩图报,感恩戴德
适合,适宜
誉满全球,誉满天下
哀痛欲绝,悲痛欲绝
登峰造极,跻峰造极
汗颜,羞愧
呵斥,呵责
片言一字,片言只字
如出一口,异口同声
杀鸡取卵,涸泽而渔
支援,救援
企求,希求
胸宇,胸怀
自暴自弃,自轻自贱
倚老卖老,死气沉沉
差遣,驱策
斡旋,调解
姿势,神态
商量,磋议
敦默寡言,沉默寡言
血本,资金
善始善终,有头有尾
怒不可遏,悲不自胜
各处,到处
乐此不疲,乐而忘返
良师益友,莫逆之交
严肃,严厉
处罚,科罚
平滑,滑腻
淳厚,扑实
无声无息,无声无臭
常规,旧例
举世闻名,众人皆知
做事,劳动
寺院,庙宇
自高自大,骄傲自满
略见一斑,管中窥豹
鸡毛蒜皮,鸡零狗碎
漂泊,流离
私下,私自
简洁,简略
失掉,损失
迟缓,鲁钝
开业,营业
凝集,凝结
瓮中捉鳖,瓮中之鳖
儿童,童子
笃定,肯定
入选,膺选
陋屋,蓬荜
改动,更改
企图,筹算
部门,部分
交情,情谊
高傲,自高
饥不择食,狼吞虎餐
坏处,欠缺
样品,样本
坐井观天,瓮天之见
目瞪口张,目瞪口呆
厌倦,讨厌
推动,激动
观赏,阅读
风流,风骚
查究,探索
国土,领土
长寿,龟龄
百岁之好,百年之好
壮实,结实
乐不思蜀,乐而忘返
双管齐下,齐头并进
急中生智,情急智生
消灭,扑灭
昙花一现,过眼云烟
阻碍,窒息
人微言贱,人微言轻
听之任之,听天由命
举足轻重,至关重要
宴客,请客
豪情逸致,闲情逸致
稀疏,稀零
互助,合作
可怕,恐慌
雄伟,宽广
贬职,贬谪
帷箔不修,帷薄不修
微小,微弱
困兽犹斗,禽困覆车
武昌剩竹,竹头木屑
少顷,顷刻
修订,订正
神情,神态
记叙,记述
忘恩负义,背信弃义
凶暴,暴戾
如饥似渴,孜孜不倦
写意,舒畅
王侯,贵爵
冷酷,暴虐
恐惧,胆怯
年数,年岁
力不能及,无能为力
大恩大德,知遇之恩
深远,远大
忖度,猜想
洒脱,俊逸
劳心焦思,苦思苦想
安如磐石,覆盂之安
精干,精悍
增加,扩充
精美,细密
瞻仰,仰慕
禁止,压制
名流,闻人
狼狈为奸,猫鼠同眠
瘠薄,贫瘠
谈过其实,言过其实
唾手可得,手到擒来
彻底,绝对
像貌,容貌
龇牙裂嘴,龇牙咧嘴
仅仅,只是
信件,尺简
惊怕,畏惧
奢望,奢求
蛮横,霸道
平旦,黎明
真的,果然
灵巧,精制
日志,日记
贫弱,贫穷
书牍,书翰
以卵击石,焦熬投石
日常,普通
主食,凝睇
动乱,骚乱
说长道短,说黄道黑
半筹不纳,半筹莫展
束厄,牵制
一定,肯定
尽然,居然
骄傲,高慢
胜过,逾越
不堪入目,卑鄙龌龊
年老,老大
款式,花样
量才录用,量能授官
不日,克日
造成,形成
报复,挫折
傲骨嶙嶙,铮铮铁汉
拿糖作醋,装腔作势
之前,曾经
作威作福,飞扬跋扈
串话,串音
策画,谋略
挑选,采选
任职,供职
叱责,谴责
停息,搁浅
东拦西阻,百般阻挠
折本,蚀本
突然,陡然
五内如焚,肝肠寸断
积少成多,聚沙成塔
换取,交流
得失成败,成败得失
井然有序,井然有条
割据,肢解
主要,关键
粗心大意,草草了事
气冲霄汉,气逾霄汉
老板,雇主
医治,调养
趋奉,逢迎
松驰,苟且
拽巷啰街,拽巷攞街
忽视,纰漏
藏垢纳污,藏污纳垢
唠唠叨叨,贫嘴薄舌
忏悔,追悔
吵闹,鼓噪
反驳,批评
头目,首领
冷气,寒气
形势,局面
枉费心机,海底捞月
专一,埋头
公正无私,持平之论
兴旺,昌隆
望秋先零,未老先衰
见利忘义,财迷心窍
切磋,咨议
平易近人,虚怀若谷
其应如响,其应若响
一气呵成,零打碎敲
光荣,荣幸
大度,美丽
人老珠黄,徐娘半老
赞助,帮助
空白,空缺
借款,告贷
事态,时势
接近,迫近
娶妻,结婚
请安,问安
料理,管制
有条不紊,鱼贯而入
断定,认定
油嘴滑舌,插科打诨
来源,源泉
望眼欲穿,望穿秋水
纨绔子弟,花花太岁
井底之蛙,井底蛤蟆
摧坚陷阵,摧锋陷阵
秩序,规律
沉鱼落雁,花容月貌
平步青云,青云直上
九死一生,凶多吉少
傲岸,高慢
放肆,猖獗
旭日,朝晖
汇聚,汇集
检测,测验
地皮,地盘
身材,身段
地方,地点
起因,缘故
娇傲,自满
停留,停顿
和平,平和
俯看,俯视
表里相应,言行一致
垂老,老迈
思量,惦记
满不在乎,等闲视之
企求,吁请
庄重,郑重
衰微,萧条
制订,拟订
弟妇,弟媳
甘甜,甜密
吉光片羽,奇珍异宝
和颜悦色,正颜厉色
牵累,拖累
付之东流,前功尽弃
经心,细心
怀恋,眷念
保卫,卫戍
寒冷,酷寒
教师,老师
滴水穿石,铁杵磨针
才干,能干
粗犷,粗莽
卖国求荣,以身许国
血流成河,尸山血海
粗心大意,粗心浮气
卖儿鬻女,卖男鬻女
货赂公行,贿赂公行
大惑不解,茫然不解
高岸深谷,沧海桑田
游手偷闲,好逸恶劳
天职,本分
核心,重点
庆祝,庆贺
事不宜迟,趁热打铁
磷火,鬼火
感受,感触
俯拾即是,比比皆是
即刻,随机
巡回,巡行
罪行,罪责
自傲,自信
应时,当令
温存,温文
学塾,学宫
坚定不移,坚贞不渝
反驳,批驳
表明,证据
成立,诞生
侮慢,怠慢
延长,耽误
发愤图强,奋发有为
故人,旧交
天下第一,无出其右
感染,陶染
半晌,移时
明知故犯,知法犯法
两全其美,两相情愿
喧嚷,嘈吵
浮光掠影,走马观花
不相上下,平分秋色
枝叶扶疏,枝繁叶茂
争辩,宣闹
付与,给与
出息,前程
抬举,提拔
亏折,亏空
建树,确立
怵目惊心,胆战心惊
寒战,战抖
垃圾,渣滓
怪异,神秘
成绩,结果
废弛,败坏
交口称誉,歌功颂德
叮咛,叮属
雕镂,雕琢
检验,考验
夸奖,称赞
土崩瓦解,落花流水
逢场作乐,逢场作趣
扬威曜武,扬威耀武
握发吐哺,宵衣旰食
不可胜数,恒河沙数
逃亡,隐迹
审几度势,审时度势
浮言,谰言
作茧自缚,故步自封
上床,就寝
美好,美丽
宠爱,热爱
肥皂,胰子
狼狈不堪,陈旧不堪
小手小脚,束手无策
三俗,媚俗
出格,特别
兴高采烈,精神焕发
龙攀凤附,趋炎附势
不厌其烦,诲人不惓
刁悍,强横
惋惜,痛惜
亲密,亲昵
襟怀坦白,开诚布公
告知,见知
鬼蜮技俩,鬼魅伎俩
粗拙,粗造
首善之区,首善之地
高峻,魁岸
锦绣山河,锦绣江山
书僮,书童
咬定牙关,咬定牙根
个人,个体
体会,体味
咬牙切齿,疾首蹙额
独有,私有
啰嗦,烦琐
惊讶,惊奇
一块,一路
填塞,满盈
赤诚相见,肝胆相照
肃清,扑灭
履薄临深,盲人瞎马
批示,指点
沉溺,耽溺
章程,规定
卷烟,纸烟
誊写,钞缮
安然,安宁
开销,支出
轻佻,轻薄
志同道合,惺惺相惜
同声相应,意气相投
朝不保夕,气息奄奄
注脚,解释
腐臭,衰弱
飞快,赶紧
排击,排挤
嘲谑,玩弄
灵活,能干
暴躁,浮躁
革新,鼎新
掂斤估两,掂斤播两
谎话,鬼话
唇齿相依,巢毁卵破
苦求,请求
助人为乐,救苦救难
聊以自慰,聊以解嘲
兴废,荣枯
半间不界,半间半界
指手划脚,呼幺喝六
狗尾续貂,狗续侯冠
概括,综合
隐藏,障翳
带领,携带
一直,一贯
细小,藐小
奴仆,仆众
三反四覆,翻云覆雨
自立,自主
甘心,甘愿
天理难容,天诛地灭
期望,期许
四季,四序
包含,包括
伟人,贤人
概括,详尽
圆滑,柔滑
拿手,擅长
坚定不移,南山可移
受罚,受罪
劳苦,劳顿
客店,酒店
流离转徙,颠沛流离
摄取,汲取
开销,支拨
回复,回话
灯红酒绿,穷奢极欲
清白,皎洁
概略,粗略
厌弃,断念
呆板,呆滞
体力,膂力
从速,急速
杳如黄鹤,泥牛入海
磨砺,磨练
交涉,谈判
怨恨,报怨
琴瑟调和,鸾凤和鸣
消亡,磨灭
奸刁,狡猾
住宿,歇宿
阶级,阶级
今朝,如今
爽直,爽脆
规划,计划
容许,承若
畏怯,惧怕
纠结,纷争
天长地久,长此以往
成分,身分
木讷,迟钝
下场,收场
手段,技巧
幸好,辛亏
前所未有,前所未闻
势力,权力
鼠目寸光,轻举妄动
奇妙,美妙
淡雅,高雅
转嫁,转移
同伙,同盟
有说有笑,说说笑笑
赞成,扶助
照映,辉映
负气,赌气
另日,未来
健壮,硬朗
云端,云霄
食不充口,食不糊口
不容置疑,毫无疑义
有名,闻明
古为今用,洋为中用
一拍即合,亦步亦趋
化妆,粉饰
无拘无碍,无拘无缚
穷则思变,穷极思变
刨根问底,刨根究底
事变,事情
探究,琢磨
操心,费神
此刻,如今
异常,畸形
痛苦,苦楚
志向,抱负
不胜枚举,星罗棋布
灵便,矫捷
国本,国脉
从容,安详
害怕,胆寒
变装,扮装
揣时度力,审时度势
堤防,预防
厚实,结实
纷乱,混乱
雨打风吹,风吹雨打
保举,推荐
独善其身,自私自利
识文断字,识文谈字
排斥,摈弃
凋残,雕残
枉驾,移玉
赏识,鉴赏
发达,昌盛
杳无信息,杳无音信
一潭死水,故步自封
围拢,聚拢
喧嚣,鼎沸
把柄,弱点
雄壮,壮丽
内外勾结,里应外合
食不甘味,食不遑味
蜚语,谣言
人情,情面
短暂,瞬间
奇丽,幽美
看成,算作
松散,涣散
再作冯妇,重作冯妇
侮辱,欺负
凑集,集结
淮南鸡犬,鸡犬升天
十年教训,生聚教训
憔悴,干瘪
孤芳自赏,自命清高
心如坚石,铁石心肠
举一废百,举措失当
环绕,缠绕
晤面,相会
刻意,故意
小手小脚,一筹莫展
孤军奋战,孤立无援
教授,讲授
停笔,搁笔
凑集,集合
戕害,杀害
扣问,询问
役使,派遣
函牍,尺牍
内在,内涵
剔透,彻亮
四海为家,浪迹天涯
口不二价,说一不二
粗疏,粗糙
挥汗如雨,挥汗成雨
视如寇仇,食肉寝皮
不着边际,无边无际
哗众取宠,夸大其词
俯首听命,俯首贴耳
法例,规则
孜孜不怠,孜孜无倦
声势浩大,大张旗鼓
具体而微,大而无当
联合,联接
弊衣疏食,弊衣箪食
不冷不热,不温不火
解放,解脱
以前,昔时
哆嗦,颤动
畅通,通顺
岁暮,年终
一叶障目,管中窥豹
通时达务,通权达变
辨别,鉴别
恐惧,忌惮
凌驾,高出
不落窠臼,别具匠心
党同伐异,诛锄异己
来源,起原
不厌其详,纤悉不遗
荫蔽,潜匿
邯郸学步,亦步亦趋
应当,应该
凑巧,适值
决定,顶多
直捣黄龙,长驱直入
估量,预计
揣摸,猜度
一言半语,一言半辞
楚楚动人,美丽动人
卧薪尝胆,坐薪悬胆
纡朱拖紫,纡朱曳紫
名望,威望
原封不动,纹丝不动
贤良,贤达
首丘之情,首丘夙愿
知错必改,闻过则喜
鸣锣开道,摇旗呐喊
到场,出席
相合,迎合
天性,性情
蛮横,残暴
发问,提问
大举,大力
一决雌雄,背水一战
妨碍,阻止
准许,允许
发人深省,迷途知返
手不释卷,孜孜不倦
靡然乡风,靡然向风
全盘,一共
接办,接手
平淡无奇,平铺直叙
慷慨解囊,罄其所有
仇视,敌对
悬想,揣想
旺盛,抖擞
学问,知识
灵活,灵动
登时,顿时
邻近,附近
举目无亲,人地生疏
顺水推船,顺水行舟
单薄,微博
不可,不成
天塌地陷,天摧地塌
害臊,羞涩
归根结蒂,归根到底
众醉独醒,愤世嫉俗
暗送秋波,暗渡陈仓
眺望,远眺
誉满寰中,誉满天下
称号,称谓
陡峭,险要
万劫不复,山穷水尽
不够,不足
寻视,巡视
心酸,苦涩
蜻蜓点水,走马看花
劫夺,打劫
念念不忘,朝思暮想
问牛知马,闻一知十
绿茸茸,绿莹莹
生僻,生疏
焦灼,焦炙
挥霍,浪掷
夜晚,暮夜
轰动,震动
一表人才,飒爽英姿
妙笔生花,笔下生辉
凄哀,凄惨
拖泥带水,模棱两可
回嘴,驳倒
一厢情愿,一相情愿
雕虫小技,雕虫末伎
出错,失足
人微权轻,人微言轻
恩威并用,软硬兼施
绝世佳人,绝色佳人
朴拙,针织
兴办,创立
小试牛刀,牛刀小试
说话,谈话
啮雪吞毡,啮雪餐毡
知人善任,选贤举能
十风五雨,风调雨顺
孤陋寡闻,寡见少闻
明婚正娶,明媒正娶
显现,闪现
佳景,胜景
危如累卵,间不容发
顾盼自豪,顾盼自雄
偏僻,寂静
凶悍,凶残
改弦易辙,改是成非
名额,限额
底蕴,积淀
根底,根柢
民康物阜,民熙物阜
熬炼,磨炼
笑容,笑脸
厌烦,讨厌
凛若冰霜,凛若秋霜
张牙舞爪,金刚努目
一片丹心,赤子之心
一手包办,大权独揽
强中更有强中手,强中自有强中手
无知,迂曲
作法自毙,自取灭亡
静谧,清静
呆笨,鲁钝
出色,特出
搜括,聚敛
入乡随俗,顺时随俗
光泽,光芒
众寡悬殊,寡不敌众
废止,废除
风仪,风采
先哲,前贤
唇齿相依,共为唇齿
尖刻,尖酸
刑罚,科罚
取缔,废除
迷恋,耽溺
技高一筹,棋高一着
原形毕露,暴露无遗
投其所好,阿其所好
怒冲冲,气冲冲
付出,支付
凶相毕露,杀气腾腾
搜求,收罗
乔装打扮,乔装改扮
冒昧,造次
失之东隅,塞翁失马
劳累,疲顿
兵法,战术
不识时务,因循守旧
痛不欲生,肝肠寸断
原谅,见原
受益匪浅,获益匪浅
藐视,轻茂
掀天揭地,翻天覆地
林林总总,许许多多
发动,启发
挟持,要挟
笼络,羁縻
经久不息,经久不衰
贪污腐化,贪赃枉法
道尽途穷,山穷水尽
纠合,齐集
凋零,腐朽
精华,精深
打斗,斗殴
南来北往,来来往往
出入人罪,故入人罪
活眼活现,活龙活现
反常,颠倒
富甲天下,甲第连云
昙花一现,转瞬即逝
毫厘,豪厘
屏弃,汉典
宏愿,洪志
傍若无人,目无余子
卓有成效,行之有效
康庄大道,阳关大道
